title,visits,pI,year,month
stern.de,5.379.732,54.867.752,2003,12
studieren.de,43.937,604.681,2003,12
Stuttgarter Zeitung online & Stuttgarter...,750.650,5.295.324,2003,12
Stylepark,56.472,582.800,2003,12
STZ-Online,5.174,33.248,2003,12
sueddeutsche.de,3.915.548,31.450.105,2003,12
Südwest Presse Online,164.675,1.545.640,2003,12
SUPERillu ONLINE,425.197,6.741.012,2003,12
SVZ online,121.370,507.215,2003,12
SW-ONLINE (SWOL),59.092,459.563,2003,12
SZ-Online,507.490,4.748.775,2003,12
T-Online Contentangebot,159.566.328,681.788.396,2003,12
TecChannel,1.031.210,6.397.148,2003,12
tecCHANNEL.com,13.380,64.690,2003,12
Telekom-Baskets-Bonn,75.791,683.235,2003,12
teltarif.de -Kommunikation ganz einfach,1.473.602,7.443.022,2003,12
Thueringer-Allgemeine.de,151.298,963.009,2003,12
Ticketonline.de,174.122,1.264.005,2003,12
Tiscali,13.227.869,161.486.377,2003,12
TLZ.de (Thüringische Landeszeitung),89.572,536.435,2003,12
TOMORROW Online,921.258,5.105.832,2003,12
Toms Hardware Guide,1.204.673,7.995.520,2003,12
top agrar online,99.568,443.496,2003,12
travelchannel,449.857,4.144.122,2003,12
Truckmarket.de,26.187,274.883,2003,12
TUI.de,937.072,11.651.297,2003,12
TV Movie.de,1.307.264,7.009.801,2003,12
TV SPIELFILM Online,1.143.959,7.388.682,2003,12
TV TODAY,1.214.246,7.995.095,2003,12
TW network,118.662,621.185,2003,12
Twnetwork.de Englisch,1.553,7.578,2003,12
tz Online,48.646,147.704,2003,12
Umzug nach Bonn,2.414,6.446,2003,12
UNICUM.de,275.579,1.902.310,2003,12
unterwasser,25.411,177.848,2003,12
Varta Hotel- und Restaurantführer,54.679,499.921,2003,12
vertragscenter.de Interaktive Verträge und...,75.672,394.068,2003,12
Virtueller Marktplatz,2.756,15.377,2003,12
Virtueller Marktplatz Bayern,85.046,481.785,2003,12
VISIONS,197.541,824.643,2003,12
vnunet.de,799.117,2.836.155,2003,12
Vogtland Anzeiger-Online,9.856,67.586,2003,12
"Volksstimme, Magdeburg",104.835,770.231,2003,12
VOX,600.767,6.418.910,2003,12
w&v-online,399.652,1.300.052,2003,12
Wahre Liebe Online,1.738.988,42.960.399,2003,12
WAZ.de (Westdeutsche Allgemeine Zeitung),710.188,5.352.989,2003,12
Wer liefert was? WLW-ONLINE,941.555,9.333.823,2003,12
Westfaelische-Rundschau.de,238.393,1.726.958,2003,12
Westfalenpost.de,175.120,941.776,2003,12
Westline,596.978,4.475.964,2003,12
wetter.com,4.080.311,24.573.275,2003,12
WetterOnline,6.384.134,47.500.408,2003,12
Winload,1.336.835,9.562.969,2003,12
Wirtschaftsinformatik Online,10.940,35.041,2003,12
WirtschaftsWoche,365.350,3.001.014,2003,12
Witz.de,163,308,2003,12
Wohnidee Online,30.767,474.170,2003,12
WOM,154.978,1.504.386,2003,12
WZ-newsline (Westdeutsche Zeitung),188.882,859.276,2003,12
Xonio - Handys & Mobile Computing Im Test,1.009.816,10.367.399,2003,12
Yam.de,395.532,13.528.814,2003,12
YOPI.de,1.128.004,3.195.384,2003,12
Young Professional,8.009,25.172,2003,12
YoungMiss.de,286.322,6.743.079,2003,12
yovanto,19.286,606.796,2003,12
ZDNet,3.496.280,34.871.756,2003,12
Zeit im Internet,1.312.916,8.751.891,2003,12
104.6 RTL Online,132.325,958.428,2004,1
89.0 RTL - Der neue Sender für die besten Hits von...,68.536,349.135,2004,1
Aachener Nachrichten,87.221,661.612,2004,1
Aachener Zeitung,204.471,1.024.495,2004,1
Abendzeitung online,80.011,538.460,2004,1
abenteuer und reisen,136.575,757.161,2004,1
Absatzwirtschaft-Online,42.916,219.793,2004,1
Ärzte Zeitung Online,369.413,1.607.792,2004,1
ÄRZTLICHE PRAXIS online,125.656,280.457,2004,1
all-in.de - Das Allgäu online!,112.710,1.095.419,2004,1
all4engineers-Netzwerk für Ingenieure,40.923,223.072,2004,1
Allegra.de,124.951,1.199.358,2004,1
Allgemeiner-Anzeiger.de,6.578,16.750,2004,1
almeda.de - Ihr Gesundheitsnetz,66.508,308.296,2004,1
AMICA Online,774.814,13.598.390,2004,1
Antenne Bayern,3.026.433,27.863.434,2004,1
Anwalt-Suchservice,50.681,309.816,2004,1
anwalt24.de,53.767,276.151,2004,1
AOL (abonnierter Dienst),94.750.491,427.686.027,2004,1
AOL.de,19.919.383,118.262.281,2004,1
apotheke.com,154.871,665.181,2004,1
ARIVA.DE,701.617,7.685.240,2004,1
ASTROWOCHE,351.332,3.084.339,2004,1
Augsburger Allgemeine Online,280.200,2.534.628,2004,1
auto motor und sport,537.307,4.591.248,2004,1
autobild.de,1.528.687,26.334.901,2004,1
Autohaus Online,194.272,677.506,2004,1
Baden Online,94.992,1.030.666,2004,1
baden24.de,110.783,736.852,2004,1
Badische Zeitung Online,237.129,1.958.238,2004,1
BAULINKS.de,495.149,1.578.956,2004,1
BauNetz,279.922,2.035.359,2004,1
Bayreuth.de,80.420,384.317,2004,1
Beig Verlag,18.604,88.666,2004,1
Bellevue,62.811,1.331.362,2004,1
Berlin 1,1.682.005,18.257.424,2004,1
Berlin.de,1.843.486,11.634.566,2004,1
Berliner Rundfunk.de,60.407,417.961,2004,1
BerlinOnline,1.131.493,10.314.809,2004,1
beyars.com,107.938,461.647,2004,1
Bild.de,20.531.352,288.141.508,2004,1
bildschirmschoner.de,352.351,4.414.468,2004,1
boerse-online.de,905.753,8.007.676,2004,1
Bonn XXL,32.019,129.531,2004,1
Bonner Illustrierte,16.144,89.896,2004,1
Bonnsite,21.381,78.831,2004,1
BRAVO.de,1.366.158,26.331.927,2004,1
Brigitte.de,888.927,16.144.877,2004,1
BUNTE.T-Online.de,2.341.465,23.439.756,2004,1
Business-Guide,60.297,304.691,2004,1
capital.de,372.999,2.619.726,2004,1
CHART-RADIO,166.397,1.291.583,2004,1
Chiemgau Online,37.731,120.236,2004,1
CHIP Online,14.302.878,91.507.122,2004,1
ciao.com,3.419.804,21.981.673,2004,1
CINA,51.377,365.500,2004,1
CINA Bibelserver,52.847,428.050,2004,1
CINA Jesus-online,67.527,247.935,2004,1
CINA Joe-Max,6.688,42.621,2004,1
CINA Life-TV,7.174,22.552,2004,1
CINA Nikodemus,33.059,142.228,2004,1
CINA predigtnetz,7.680,47.389,2004,1
CINA Sound7,17.403,81.146,2004,1
CINEMA Online,1.006.738,9.994.636,2004,1
CIO,41.992,109.715,2004,1
CityInfoNetz,136.253,472.955,2004,1
cityweb.de,679.483,3.370.133,2004,1
Computer Partner Online,311.187,813.726,2004,1
Computerwoche Online,589.996,1.887.565,2004,1
condomi.com,998,1.719,2004,1
Connect,192.944,885.757,2004,1
Cortal Consors S.A.,4.429.086,38.965.819,2004,1
Coupé Online,2.276.552,106.461.545,2004,1
Delmenhorster Kreisblatt (dk-online.de),21.967,157.876,2004,1
delta radio,111.578,442.271,2004,1
Der Betrieb Online,17.657,71.115,2004,1
DER FONDS,29.481,91.161,2004,1
Der Kontakter,185.270,397.968,2004,1
Detail - Zeitschrift für Architektur + Baudetail,51.324,380.025,2004,1
Deutscher Alpenverein e.V.,131.687,621.013,2004,1
Deutsches Ärzteblatt - online,213.997,1.703.969,2004,1
DEWEZET.de,121.451,615.751,2004,1
DIE WELT online,2.781.590,17.241.343,2004,1
Digital.World,14.382,96.059,2004,1
Discovery Online,204.152,783.650,2004,1
DMEuro.com,275.332,1.506.550,2004,1
donaukurier.de,63.648,808.861,2004,1
Download.de,527.101,2.901.060,2004,1
Düsseldorf Diskret,7.904,93.643,2004,1
Echo Online,185.152,1.304.438,2004,1
Edgar,1.580.145,8.056.652,2004,1
Ein Herz für Tiere,87.330,1.169.401,2004,1
Elektroniknet,79.543,266.147,2004,1
Elektronikpraxis.de,23.328,54.849,2004,1
Elektrotechnik.de,10.428,21.664,2004,1
ELLE,149.466,1.489.591,2004,1
Eltern.de,564.597,13.463.313,2004,1
eMARKET,106.549,206.167,2004,1
energie.de,14.517,59.855,2004,1
ENERGY Sachsen,78.014,369.989,2004,1
ePost,868.752,5.269.450,2004,1
ERF,45.824,168.393,2004,1
Eurogay media  AG,301.028,3.492.933,2004,1
Express Online,1.312.361,13.233.529,2004,1
F1Total.com - Formel-1-Informationsdienst,772.292,6.052.264,2004,1
Facharzt.de,91.001,1.083.359,2004,1
Fachzeitschriften Portal,11.090,86.638,2004,1
Falk,2.303.960,17.123.420,2004,1
Familie&Co-Online,116.099,1.435.563,2004,1
Fashionseek.net,6.131,20.764,2004,1
FAZ.NET,3.186.438,27.011.669,2004,1
Financial Times Deutschland GmbH & Co.KG,2.924.272,10.776.544,2004,1
FINANZ BETRIEB,5.720,18.982,2004,1
finanzen.net - Internetservice für Kapitalanleger,429.123,4.336.153,2004,1
Finanztreff.de,3.707.592,37.670.465,2004,1
FIT FOR FUN Online,406.347,4.116.352,2004,1
Fleischwirtschaft.de,10.847,49.644,2004,1
FNweb,52.789,201.309,2004,1
FOCUS ONLINE,11.981.673,113.085.688,2004,1
Fränkischer Tag Online,109.099,469.755,2004,1
Frankenpost online,87.325,581.513,2004,1
Frankfurter Rundschau online,761.735,4.951.574,2004,1
Freie Presse Online,397.439,2.477.696,2004,1
Freies Wort- Online,35.718,215.476,2004,1
freundin online,356.660,3.214.220,2004,1
FUNAMA-REPUBLIC,303.653,7.045.631,2004,1
GALA Online,213.044,1.316.135,2004,1
GamePRO,134.195,1.707.985,2004,1
GameStar,2.685.985,18.268.293,2004,1
gamigo.de,3.445.249,41.627.896,2004,1
Gastronomie Report Online,22.190,101.121,2004,1
GBI the contentmachine,155.752,1.783.027,2004,1
GEA online,39.403,205.469,2004,1
General-Anzeiger Online,672.904,6.662.426,2004,1
General-Anzeiger-Rhauderfehn,85.524,272.253,2004,1
GENIOS Internet,54.843,446.007,2004,1
GEO.de,380.207,3.298.269,2004,1
Gesundheit-aktuell - Ihr Online...,20.207,89.605,2004,1
Golf.de - das Internetportal für den Golfsport,148.381,1.275.574,2004,1
Guter Rat - Das moderne Ratgeber-Magazin,26.435,81.259,2004,1
GZ online,57.067,331.240,2004,1
Hamburger Abendblatt Online,1.497.365,12.372.556,2004,1
Hamburger Morgenpost Online,507.001,3.503.432,2004,1
Handelsblatt Junge Karriere,189.414,1.905.978,2004,1
Handelsblatt.com,2.967.144,15.465.143,2004,1
handy.de,1.031.769,12.122.198,2004,1
Hannoversche Allgemeine Zeitung,224.215,969.167,2004,1
HAO >> der Onlinedienst des Hellweger Anzeigers...,18.414,83.282,2004,1
Harburger Anzeigen und Nachrichten,28.561,117.615,2004,1
HAUS+GARTEN ONLINE,173.357,1.609.686,2004,1
Hausarbeiten.de,1.310.598,6.052.990,2004,1
Heidenheimer Zeitung online,37.481,111.085,2004,1
Heilbronner Stimme online,280.052,1.956.459,2004,1
Heilpflanzen-Welt,431.191,1.911.500,2004,1
heise online,20.169.205,120.334.703,2004,1
Hightext iBusiness,218.947,577.624,2004,1
Hit Radio Antenne,311.732,5.687.741,2004,1
Hit-Radio Antenne1,281.169,1.319.643,2004,1
HitMachine.de,6.358,30.138,2004,1
HNA online,139.957,697.197,2004,1
Holzmann.de,40.935,132.587,2004,1
HORIZONT.NET,407.064,2.100.681,2004,1
http://www.diabetes-world.net,104.139,479.930,2004,1
Idowa Online,64.223,511.402,2004,1
IKZ-online.de (Iserlohner Kreisanzeiger),7.290,27.966,2004,1
impulse.de,121.686,392.044,2004,1
INTERNET-MAGAZIN,48.665,231.198,2004,1
Internetcologne,2.184.624,3.828.821,2004,1
INTRINET,209.852,1.900.999,2004,1
janolaw.de,111.572,456.719,2004,1
Jesus.de,500.737,7.595.884,2004,1
Journalismus.com,72.266,977.234,2004,1
JPC,857.415,6.682.244,2004,1
Kabel 1,491.179,8.453.772,2004,1
Kamelle,18.707,120.955,2004,1
kanumagazin.de,9.272,30.538,2004,1
kicker online,3.828.195,23.715.659,2004,1
Kilahu - Ihre Insel im Netz,734.266,6.872.069,2004,1
KISS FM,181.754,1.187.131,2004,1
Kochen & Genießen Online,109.117,1.469.716,2004,1
Köln Diskret,33.768,615.216,2004,1
Koeln.de,1.279.744,10.840.543,2004,1
Kölner Stadt-Anzeiger Online,821.376,6.782.780,2004,1
Kölnische Rundschau,236.208,1.006.853,2004,1
Konstruktionspraxis.de,12.057,35.737,2004,1
Kostenlos,782.873,6.696.087,2004,1
kress.de,220.441,518.065,2004,1
Kunststoffe.de,10.393,76.618,2004,1
L'TUR Last Minute Online,1.739.579,21.778.817,2004,1
Ladies.de,492.959,11.560.279,2004,1
LAUT. der musikkanal.,795.306,4.172.505,2004,1
Liebe Suende Online,73.036,2.141.941,2004,1
Lifeline-Gesundheitsberater,457.630,2.392.209,2004,1
Live in Concert online,897,1.512,2004,1
Living at home,426.421,5.164.256,2004,1
LR-Online,94.994,1.235.704,2004,1
LVZ-Online,399.775,3.245.754,2004,1
LZ-Online (Lippische Landes-Zeitung),34.769,155.553,2004,1
LZ|NET,233.224,1.170.155,2004,1
macnews.de,1.014.651,3.160.501,2004,1
Macwelt,284.381,1.125.159,2004,1
Märkische Oderzeitung Online,64.311,339.821,2004,1
MaerkischeAllgemeine.de,161.398,1.049.993,2004,1
Main-Netz,103.472,1.630.175,2004,1
mainpost.de,229.532,2.852.331,2004,1
manager magazin online,2.549.254,12.540.840,2004,1
Managers Health,1.800,8.322,2004,1
Marco Polo,212.178,1.686.767,2004,1
MAX Online,2.283.317,20.712.142,2004,1
MaximOnline.de,372.292,6.273.106,2004,1
media&marketing,41.833,96.227,2004,1
Media-Daten.com,34.128,246.219,2004,1
Mein schöner Garten Online,103.838,880.454,2004,1
meinberlin,885.722,5.878.513,2004,1
meinestadt.de,4.669.506,139.745.616,2004,1
MensHealth.de,140.714,1.130.462,2004,1
Merkur-Online,264.079,1.968.391,2004,1
mobile.de Der Automarkt,20.199.657,693.979.202,2004,1
moneyspecial,50.017,231.381,2004,1
Morgenweb,192.248,1.468.866,2004,1
Motorrad-Online,149.132,1.565.390,2004,1
Mountainbikemagazin.de,62.750,747.710,2004,1
MSN,82.899.410,391.441.230,2004,1
mt-online,69.247,217.854,2004,1
mtv.de,1.547.630,15.509.485,2004,1
multimedia.de,42.153,235.663,2004,1
multimedica - Medizin im Internet,313.854,2.811.199,2004,1
MVweb,124.715,798.463,2004,1
mz-web.de,223.884,1.530.838,2004,1
n-tv online,9.150.005,64.575.434,2004,1
N24 Online,1.092.027,11.262.721,2004,1
Nacktnews,3.421,21.205,2004,1
NBC GIGA,3.406.992,62.069.881,2004,1
Netzmarkt-Deutschlands erstes Internet-Kaufhaus,1.084.365,16.413.266,2004,1
Neue OZ online,235.383,1.038.327,2004,1
Neue Presse,17.803,104.353,2004,1
newsclick.de,260.549,1.925.892,2004,1
Nightloop - die Party-Community,209.908,5.673.610,2004,1
Nordbayern Infonet,529.992,3.660.817,2004,1
NordClick,326.799,2.163.340,2004,1
Nordkurier-Online,85.703,681.998,2004,1
Nordsee-Zeitung online,71.390,544.666,2004,1
NRZ.de (Neue Ruhr/Rhein Zeitung),285.334,1.972.759,2004,1
Nürtinger Zeitung,49.779,215.413,2004,1
NW-News (Neue Westfälische),462.294,2.016.862,2004,1
NWZ-Online,117.287,495.487,2004,1
Oberpfalznetz,80.675,453.600,2004,1
ÖKO-TEST Verbraucherberatung,238.830,2.348.704,2004,1
Offenbach Post Online,84.952,490.629,2004,1
Oktoberfest online,41.849,482.428,2004,1
Oldie 95,8.597,60.790,2004,1
OnVista.de - Spezialist für Finanzinformationen im...,6.264.225,62.721.596,2004,1
ONYX,60.168,247.375,2004,1
Ostfriesen-Zeitung online,51.704,263.227,2004,1
Ostsee-Zeitung.de,201.110,1.150.022,2004,1
OTZ.de (Ostthüringer Zeitung),109.520,865.442,2004,1
outdoor-magazin.com,21.773,197.062,2004,1
ovb-online.de,124.046,2.782.359,2004,1
OWL Online,73.778,474.944,2004,1
Palmtop Magazin,515.334,4.252.633,2004,1
PC GO,181.161,1.455.863,2004,1
PC-MAGAZIN,372.160,2.250.144,2004,1
PC-WELT,4.773.450,33.745.885,2004,1
Perlentaucher,412.722,1.092.474,2004,1
Pharmazeutische Zeitung online,110.381,419.176,2004,1
planetsnow.de,10.984,145.551,2004,1
Playboy.de,722.828,13.483.312,2004,1
PNP-Online,200.194,1.643.619,2004,1
Portalkunstgeschichte,25.919,72.055,2004,1
Praline interaktiv,1.644.158,118.022.125,2004,1
PrimusMedia,229.280,834.760,2004,1
ProSieben Online,4.055.887,62.806.990,2004,1
publish.de,33.187,95.620,2004,1
Pützchens Markt,1.393,9.471,2004,1
Qualimedic.de,771.073,17.556.872,2004,1
R.SA-Homepage,3.372,9.688,2004,1
Radio Bonn/Rhein-Sieg,15.652,80.898,2004,1
RADIO ENERGY NETWORK,638.001,4.378.823,2004,1
Radio ffn,179.502,879.349,2004,1
Radio Gong,91.006,329.695,2004,1
Radio Hamburg,198.903,1.524.772,2004,1
Radio NORA,23.913,86.050,2004,1
Radio Ostallgäu - Noch näher dran!,858,3.016,2004,1
RADIO PSR,210.367,2.159.968,2004,1
Radio Regenbogen,167.949,1.511.463,2004,1
Radio RPR Rheinland-Pfälzische Rundfunk GmbH &...,18.923,178.136,2004,1
Radio Salue,591.802,6.814.532,2004,1
radio SAW,105.864,771.408,2004,1
Radio Schlewig-Holstein (R.SH),195.391,1.312.193,2004,1
Radio Tele FFH-Server,867.944,4.196.702,2004,1
REISE & PREISE online,107.492,755.839,2004,1
reisen.de,258.225,2.867.370,2004,1
rga-online,65.498,309.184,2004,1
Rhein Main Presse/Main-Rheiner,397.845,2.870.380,2004,1
Rhein-Main.Net,243.015,1.789.842,2004,1
Rosenheimer Nachrichten,15.402,50.890,2004,1
rp-online,2.758.938,18.717.411,2004,1
rs2.de,256.315,1.644.429,2004,1
RT.1 media group,35.580,287.673,2004,1
RTL World - GZSZ,1.108.864,22.626.754,2004,1
RTL World - RTL 2,571.435,7.879.846,2004,1
RTL World - TOGGO (Super RTL),1.716.041,48.059.051,2004,1
RTL.de,17.304.007,343.912.185,2004,1
RTV de,124.366,680.704,2004,1
RUND-UMS-BABY,554.500,12.223.544,2004,1
RZ-Online,1.072.413,5.276.000,2004,1
Saarland Online,315.564,6.129.207,2004,1
SAT 1 Online,2.643.736,66.895.102,2004,1
Schnigge,13.888,95.194,2004,1
Schwäbische Zeitung Online,602.564,9.466.362,2004,1
Selbst.de,97.900,809.732,2004,1
SHZ.DE - about: media,111.119,706.365,2004,1
SKOL-SÜDKURIER Online,208.199,2.331.893,2004,1
sn-online,15.595,77.831,2004,1
Solingen-online,42.151,274.943,2004,1
Spektrum der Wissenschaft/Wissenschaft online,613.816,2.130.054,2004,1
SPIEGEL ONLINE,36.003.079,181.838.610,2004,1
Spieletipps.de,1.736.287,11.236.423,2004,1
Sport1,6.830.830,41.954.276,2004,1
Stadt Freiburg,133.872,801.891,2004,1
Stellen Online,161.051,876.881,2004,1
stern.de,6.072.590,61.774.814,2004,1
studieren.de,75.291,945.512,2004,1
Stuttgarter Zeitung online & Stuttgarter...,859.836,6.466.027,2004,1
Stylepark,73.977,811.235,2004,1
STZ-Online,5.588,25.988,2004,1
sueddeutsche.de,4.562.651,37.644.684,2004,1
Südwest Presse Online,183.561,1.850.684,2004,1
SUPERillu ONLINE,371.178,5.312.271,2004,1
SVZ online,149.784,629.861,2004,1
SW-ONLINE (SWOL),66.612,655.386,2004,1
SZ-Online,618.563,6.169.509,2004,1
T-Online Contentangebot,172.960.017,745.730.969,2004,1
TecChannel,1.163.832,7.141.715,2004,1
tecCHANNEL.com,14.641,73.186,2004,1
Telekom-Baskets-Bonn,78.771,672.233,2004,1
teltarif.de -Kommunikation ganz einfach,1.670.714,8.868.114,2004,1
Thueringer-Allgemeine.de,163.473,1.232.024,2004,1
Ticketonline.de,164.327,1.120.509,2004,1
Tiscali,13.788.692,177.944.893,2004,1
TLZ.de (Thüringische Landeszeitung),97.901,656.129,2004,1
TOMORROW Online,998.219,5.682.093,2004,1
Toms Hardware Guide,1.357.433,9.203.699,2004,1
top agrar online,108.678,539.900,2004,1
travelchannel,655.924,6.129.381,2004,1
Truckmarket.de,31.166,323.209,2004,1
TUI.de,1.620.644,20.429.541,2004,1
TV Movie.de,1.579.453,8.080.345,2004,1
TV SPIELFILM Online,1.694.486,9.858.074,2004,1
TV TODAY,1.381.002,9.801.251,2004,1
TW network,144.145,808.037,2004,1
Twnetwork.de Englisch,1.726,7.900,2004,1
tz Online,53.396,176.609,2004,1
UNICUM.de,306.191,2.253.768,2004,1
unterwasser,33.123,250.123,2004,1
Varta Hotel- und Restaurantführer,79.366,756.627,2004,1
VDI nachrichten,71.961,288.580,2004,1
vertragscenter.de,99.790,506.102,2004,1
Virtueller Marktplatz Bayern,104.748,572.440,2004,1
VISIONS,270.741,1.115.561,2004,1
vnunet.de,781.911,3.032.337,2004,1
Vogtland Anzeiger-Online,8.971,50.962,2004,1
"Volksstimme, Magdeburg",123.154,936.795,2004,1
VOX,627.668,6.311.402,2004,1
w&v-online,531.563,1.816.823,2004,1
Wahre Liebe Online,1.827.156,53.973.570,2004,1
WAZ.de (Westdeutsche Allgemeine Zeitung),773.668,5.585.138,2004,1
Wer liefert was? WLW-ONLINE,894.531,10.281.682,2004,1
Westfaelische-Rundschau.de,259.825,1.675.407,2004,1
Westfalenpost.de,181.333,1.019.258,2004,1
Westline,678.411,5.149.487,2004,1
wetter.com,5.447.941,33.788.156,2004,1
WetterOnline,8.686.732,67.775.098,2004,1
Winload,1.485.710,11.467.309,2004,1
Wirtschaftsinformatik Online,14.246,46.657,2004,1
WirtschaftsWoche,464.411,3.045.453,2004,1
Wohnidee Online,39.150,856.712,2004,1
WOM,141.370,1.381.747,2004,1
WZ-newsline (Westdeutsche Zeitung),248.098,1.128.188,2004,1
Xonio - Handys & Mobile Computing Im Test,937.132,11.568.984,2004,1
Yam.de,454.591,13.913.529,2004,1
YOPI.de,1.696.621,4.693.267,2004,1
Young Professional,10.778,34.133,2004,1
YoungMiss.de,310.059,7.136.018,2004,1
yovanto,13.519,852.833,2004,1
ZDNet,3.652.676,40.562.927,2004,1
Zeit im Internet,1.566.226,10.374.683,2004,1
104.6 RTL Online,195.310,1.813.444,2004,2
89.0 RTL - Der neue Sender für die besten Hits von...,82.547,653.249,2004,2
Aachener Nachrichten,87.645,745.287,2004,2
Aachener Zeitung,189.486,1.211.226,2004,2
Abendzeitung online,77.451,491.238,2004,2
abenteuer und reisen,135.347,695.550,2004,2
Absatzwirtschaft-Online,42.194,210.276,2004,2
Ärzte Zeitung Online,390.905,1.597.765,2004,2
ÄRZTLICHE PRAXIS online,129.168,284.181,2004,2
all-in.de - Das Allgäu online!,103.617,953.168,2004,2
all4engineers-Netzwerk für Ingenieure,35.487,184.482,2004,2
Allegra.de,124.603,1.116.115,2004,2
Allgemeiner-Anzeiger.de,6.276,14.739,2004,2
almeda.de - Ihr Gesundheitsnetz,59.875,280.452,2004,2
AMICA Online,739.785,11.401.585,2004,2
Antenne Bayern,2.968.444,26.795.086,2004,2
Anwalt-Suchservice,52.719,252.219,2004,2
anwalt24.de,59.848,277.881,2004,2
AOL (abonnierter Dienst),89.794.043,439.586.144,2004,2
AOL.de,13.904.475,86.763.665,2004,2
apotheke.com,129.188,619.355,2004,2
ARIVA.DE,699.122,7.929.426,2004,2
ASTROWOCHE,309.297,2.683.148,2004,2
Augsburger Allgemeine Online,257.803,2.786.777,2004,2
auto motor und sport,665.892,6.955.797,2004,2
autobild.de,1.596.882,29.307.355,2004,2
Autohaus Online,204.118,710.845,2004,2
Baden Online,90.558,894.727,2004,2
baden24.de,83.965,508.166,2004,2
Badische Zeitung Online,281.433,2.127.881,2004,2
BAULINKS.de,540.588,1.673.655,2004,2
BauNetz,288.991,2.148.007,2004,2
Bayreuth.de,77.299,374.045,2004,2
Beig Verlag,20.284,97.033,2004,2
Bellevue,48.498,1.013.138,2004,2
Berlin 1,1.742.166,19.836.293,2004,2
Berlin.de,1.909.108,12.081.162,2004,2
Berliner Rundfunk.de,60.530,354.981,2004,2
BerlinOnline,1.084.692,9.824.034,2004,2
beyars.com,98.320,430.143,2004,2
Bild.de,20.524.497,267.559.343,2004,2
